id,channel,date_of_birth,country
4254,direct,2013-12-26,UK
4255,email,1961-05-03,UK
4256,referral,2000-12-01,Australia
4257,social_media,1954-09-29,Australia
4258,email,1983-03-18,Australia
4259,paid_search,2010-11-05,France
4260,referral,2013-05-29,Germany
4261,paid_search,1989-05-19,Canada
4262,referral,1995-01-22,Canada
4263,social_media,1988-05-18,France
4264,email,1970-07-11,Canada
4265,email,1957-10-19,Canada
4266,referral,1978-01-21,USA
4267,email,1957-02-17,USA
4268,email,1971-07-15,USA
4269,paid_search,2001-08-12,USA
4270,organic,2016-09-11,Canada
4271,direct,1994-03-20,USA
4272,referral,2010-09-28,France
4273,email,1962-03-29,Germany
4274,referral,1996-03-15,Australia
4275,email,1997-10-06,Australia
4276,organic,1986-05-18,USA
4277,direct,1967-01-23,Australia
4278,organic,2014-01-26,Germany
4279,email,1997-12-08,Australia
4280,social_media,1971-11-29,Australia
4281,email,1997-05-19,Australia
4282,direct,1953-10-19,France
4283,referral,1965-02-13,Australia
4284,direct,1970-03-12,UK
4285,organic,1982-12-06,UK
4286,direct,1981-09-11,USA
4287,referral,1994-06-15,Germany
4288,paid_search,1983-06-28,USA
4289,social_media,2010-12-03,UK
4290,direct,1960-07-29,Canada
4291,social_media,1993-05-06,Canada
4292,social_media,1969-02-11,USA
4293,email,2006-08-17,France
4294,referral,1969-07-05,Canada
4295,email,1996-04-01,USA
4296,referral,2005-06-03,Germany
4297,organic,1981-12-01,USA
4298,direct,1991-04-20,Canada
4299,social_media,1981-10-01,USA
4300,organic,1981-05-17,Australia
4301,paid_search,1986-01-26,Canada
4302,organic,1959-02-03,Germany
4303,referral,1967-09-22,USA
4304,direct,1996-02-22,UK
4305,referral,1961-02-10,Germany
4306,organic,1963-12-18,Australia
4307,social_media,1970-04-14,Germany
4308,referral,1983-08-01,Canada
4309,social_media,1988-06-05,UK
4310,direct,1974-03-06,USA
4311,referral,2008-11-16,Germany
4312,paid_search,1962-07-20,Canada
4313,email,1988-12-07,USA
4314,social_media,2013-08-17,UK
4315,organic,1967-01-03,Canada
4316,organic,1961-12-29,Germany
4317,referral,2016-09-27,Canada
4318,organic,1964-05-20,Australia
4319,paid_search,1992-12-31,Australia
4320,social_media,1960-08-28,Germany
4321,referral,1999-05-10,Germany
4322,email,2014-01-31,UK
4323,social_media,2017-05-20,Germany
4324,direct,2015-02-18,Australia
4325,referral,1961-10-16,USA
4326,organic,1951-11-25,UK
4327,paid_search,1980-11-15,France
4328,organic,2011-05-28,UK
4329,organic,2010-11-08,Canada
4330,referral,2003-07-27,Australia
4331,organic,1988-12-19,Germany
4332,social_media,1975-04-27,Germany
4333,organic,2018-04-07,Germany
4334,paid_search,2005-05-29,UK
4335,email,1995-11-13,UK
4336,paid_search,1975-03-23,USA
4337,social_media,2012-11-19,UK
4338,email,1988-07-02,UK
4339,referral,2013-05-19,USA
4340,email,2015-07-14,France
4341,direct,1966-04-04,UK
4342,direct,2006-06-04,Australia
4343,paid_search,1970-07-31,USA
4344,paid_search,1986-01-01,USA
4345,social_media,1967-03-30,UK
4346,referral,1951-08-02,France
4347,paid_search,1958-02-27,USA
4348,referral,1986-07-17,France
4349,social_media,2012-10-24,Australia
4350,paid_search,1969-11-24,Canada
4351,referral,1992-12-28,USA
4352,direct,1988-04-25,Australia
4353,organic,1977-04-19,USA
4354,social_media,1982-08-14,Canada
4355,social_media,2013-11-03,Germany
4356,paid_search,1978-09-11,USA
4357,paid_search,1953-09-01,USA
4358,organic,2009-04-01,Australia
4359,social_media,1969-01-07,Canada
4360,referral,1975-02-19,France
4361,organic,1988-08-28,UK
4362,social_media,1994-01-28,Canada
4363,social_media,1977-04-22,USA
4364,organic,2010-01-06,USA
4365,email,1999-07-03,UK
4366,social_media,1982-05-08,Australia
4367,social_media,2016-08-26,France
4368,direct,2004-04-02,Canada
4369,paid_search,2008-05-03,Canada
4370,paid_search,2002-06-04,Germany
4371,organic,1959-07-18,UK
4372,email,2016-08-15,France
4373,organic,1953-09-06,France
4374,email,1967-02-01,UK
4375,email,1989-12-28,USA
4376,organic,1999-01-14,France
4377,social_media,1977-01-17,Australia
4378,referral,2018-04-10,UK
4379,direct,2014-08-31,UK
4380,organic,1961-06-20,UK
4381,referral,1999-05-22,Australia
4382,social_media,2018-02-15,France
4383,social_media,1982-11-02,Germany
4384,email,2014-05-10,USA
4385,referral,1956-01-28,Germany
4386,referral,1996-12-27,France
4387,organic,1964-12-23,France
4388,social_media,2012-07-03,UK
4389,social_media,1954-01-29,France
4390,organic,2012-03-30,UK
4391,email,1985-08-30,Germany
4392,email,1997-10-08,France
4393,organic,1964-11-06,Germany
4394,direct,1984-06-18,France
4395,referral,1985-12-18,France
4396,social_media,1968-07-25,UK
4397,organic,1964-05-09,France
4398,paid_search,2003-02-14,Australia
4399,organic,1996-01-03,Germany
4400,direct,2013-06-30,Australia
4401,direct,1973-03-22,Canada
4402,paid_search,1976-08-03,Australia
4403,social_media,1999-07-15,USA
4404,paid_search,1970-02-02,USA
4405,direct,1971-05-16,Canada
4406,organic,2007-05-20,UK
4407,social_media,1961-12-06,Canada
4408,organic,2007-08-20,UK
4409,paid_search,1997-12-17,USA
4410,organic,2008-03-11,Canada
4411,email,2004-04-16,Canada
4412,social_media,1957-06-20,Australia
4413,direct,1973-09-09,Australia
4414,paid_search,1986-08-20,France
4415,social_media,1979-02-15,USA
4416,email,1950-12-08,Canada
4417,paid_search,2015-07-15,Canada
4418,paid_search,1972-12-19,USA
4419,direct,2008-12-20,France
4420,organic,2014-10-30,Australia
4421,email,1984-04-08,Australia
4422,social_media,2006-03-08,Australia
4423,direct,1999-06-04,UK
4424,referral,1969-10-17,Canada
4425,social_media,1968-04-18,France
4426,email,2017-07-18,Germany
4427,paid_search,1990-01-07,UK
4428,email,2015-02-27,Germany
4429,social_media,1963-04-23,Germany
4430,organic,1994-06-30,UK
4431,referral,1966-08-07,UK
4432,paid_search,2001-02-08,Germany
4433,email,1966-03-09,Australia
4434,social_media,1951-11-21,Canada
4435,paid_search,1965-12-11,Germany
4436,email,2004-07-13,UK
4437,organic,1962-11-16,USA
4438,referral,1972-01-02,Germany
4439,email,1986-02-10,USA
4440,email,1997-04-05,UK
4441,email,2017-04-29,USA
4442,direct,1958-12-12,Germany
4443,referral,1951-11-10,USA
4444,organic,2007-10-27,USA
4445,paid_search,1972-04-12,USA
4446,social_media,1962-10-18,Australia
4447,direct,1951-03-19,USA
4448,organic,1998-08-29,Australia
4449,social_media,2013-06-20,USA
4450,paid_search,1962-06-29,Germany
4451,direct,1989-11-11,UK
4452,social_media,1979-10-06,Germany
4453,paid_search,1971-11-16,USA
4454,direct,2012-02-01,Canada
4455,email,1998-10-09,USA
4456,organic,1953-12-30,USA
4457,direct,1976-08-15,USA
4458,direct,1987-04-05,UK
4459,organic,1970-02-15,USA
4460,paid_search,1988-04-27,Germany
4461,paid_search,1981-09-12,Australia
4462,social_media,1970-04-07,Australia
4463,referral,2011-08-12,Australia
4464,organic,1994-02-14,UK
4465,organic,1970-02-22,USA
4466,social_media,1982-01-21,USA
4467,direct,1979-12-10,USA
4468,social_media,1957-08-10,USA
4469,direct,1963-07-23,UK
4470,referral,1997-08-04,Canada
4471,direct,1966-04-09,Australia
4472,referral,1963-06-24,Australia
4473,email,1977-01-20,France
4474,social_media,1981-04-03,USA
4475,social_media,1994-10-16,Australia
4476,social_media,1973-10-23,Australia
4477,organic,1950-03-13,UK
4478,email,1963-02-25,Canada
4479,paid_search,1985-01-16,Germany
4480,email,1992-12-03,USA
4481,organic,2001-11-03,Germany
4482,email,1974-12-26,UK
4483,organic,1978-12-25,UK
4484,paid_search,1984-07-17,Canada
4485,social_media,1994-05-04,Germany
4486,referral,2012-03-18,Germany
4487,direct,2007-02-11,Canada
4488,paid_search,2008-09-01,UK
4489,referral,1987-07-24,France
4490,referral,1998-05-02,France
4491,referral,1997-10-09,France
4492,paid_search,1984-07-04,USA
4493,direct,2014-02-20,Germany
4494,direct,2001-11-04,Australia
4495,email,1969-09-05,Australia
4496,organic,1971-02-06,Canada
4497,organic,1968-03-28,USA
4498,social_media,2000-02-04,Germany
4499,paid_search,1959-11-19,USA
4500,social_media,1982-05-17,UK
4501,social_media,1991-04-22,UK
4502,direct,1987-10-11,UK
4503,paid_search,1970-02-24,USA
4504,email,1962-05-13,USA
4505,email,2013-02-26,UK
4506,referral,2015-10-08,USA
4507,email,1988-02-07,Canada
4508,organic,2012-12-04,USA
4509,email,2002-03-07,USA
4510,referral,2003-04-14,UK
4511,organic,1963-03-07,Canada
4512,paid_search,1957-02-01,UK
4513,organic,1951-02-13,France
4514,referral,1963-06-07,UK
4515,referral,2016-09-15,UK
4516,email,1997-04-27,Australia
4517,social_media,1992-03-08,Germany
4518,email,1980-04-06,Germany
4519,email,2012-05-16,USA
4520,social_media,1959-12-25,UK
4521,organic,2007-08-21,USA
4522,direct,2017-05-22,UK
4523,direct,1964-05-21,USA
4524,referral,1988-01-03,Australia
4525,referral,1999-09-19,Australia
4526,social_media,2001-04-28,France
4527,social_media,2013-08-22,UK
4528,referral,1964-01-26,Canada
4529,organic,1996-10-14,Germany
4530,paid_search,2016-09-02,UK
4531,referral,2005-07-15,USA
4532,paid_search,1985-03-12,UK
4533,email,2000-03-05,France
4534,organic,2012-02-14,Germany
4535,referral,1978-02-05,Australia
4536,email,1986-05-06,Germany
4537,paid_search,1954-11-27,Canada
4538,email,1988-01-22,UK
4539,social_media,1959-09-23,USA
4540,organic,1982-07-17,France
4541,social_media,1952-07-08,UK
4542,social_media,1964-08-08,France
4543,organic,1955-11-11,UK
4544,direct,1950-12-26,Canada
4545,paid_search,1999-06-30,UK
4546,email,1952-11-26,UK
4547,social_media,1957-08-18,France
4548,direct,1954-01-10,France
4549,referral,1954-02-05,USA
4550,social_media,1958-05-13,Canada
4551,organic,1981-12-30,Canada
4552,referral,1994-11-17,UK
4553,social_media,2017-06-14,Germany
4554,email,1981-12-04,UK
4555,email,2010-07-13,USA
4556,social_media,1986-07-16,Australia
4557,direct,1959-01-23,France
4558,paid_search,1952-02-16,France
4559,referral,1992-10-15,France
4560,organic,1976-01-11,UK
4561,paid_search,2011-03-22,Germany
4562,organic,2006-02-27,USA
4563,email,1970-10-11,UK
4564,email,2008-09-10,UK
4565,email,1964-06-13,France
4566,direct,2015-05-18,France
4567,email,1996-12-12,Canada
4568,referral,1961-10-09,Canada
4569,social_media,1982-04-29,France
4570,referral,1953-08-04,Australia
4571,email,1984-10-10,UK
4572,paid_search,2004-10-05,France
4573,organic,1963-09-03,France
4574,email,1994-08-20,USA
4575,organic,1962-10-18,Canada
4576,direct,1957-10-27,Germany
4577,organic,1990-10-21,Canada
4578,paid_search,1976-07-09,UK
4579,organic,1975-02-17,France
4580,social_media,1981-09-14,USA
4581,organic,1966-01-28,Australia
4582,referral,1973-02-21,Germany
4583,social_media,1989-08-28,Australia
4584,paid_search,1961-02-14,France
4585,referral,1953-07-21,Canada
4586,social_media,1985-12-20,Germany
4587,direct,2011-01-22,UK
4588,referral,1982-11-26,France
4589,direct,1978-02-20,Canada
4590,organic,2011-03-16,Germany
4591,direct,1990-05-19,Canada
4592,email,1953-10-30,France
4593,email,1955-02-13,Australia
4594,paid_search,2012-10-11,France
4595,organic,1963-11-13,USA
4596,social_media,1983-09-19,UK
4597,direct,1985-10-27,USA
4598,paid_search,1984-10-30,Germany
4599,email,1958-05-22,Canada
4600,referral,1992-01-12,Australia
4601,direct,1991-09-15,USA
4602,organic,1966-03-05,Australia
4603,organic,1985-08-12,Germany
4604,paid_search,1986-01-09,Canada
4605,organic,1978-06-19,Canada
4606,direct,1993-08-17,UK
4607,email,2016-07-03,Germany
4608,organic,1974-12-22,Germany
4609,organic,1998-11-26,UK
4610,referral,1963-01-21,Australia
4611,paid_search,1978-09-22,France
4612,organic,2003-12-05,Germany
4613,organic,1982-06-07,Germany
4614,referral,1969-02-23,USA
4615,paid_search,1952-01-22,Australia
4616,referral,1974-03-18,Canada
4617,email,1965-10-19,USA
4618,paid_search,1956-03-19,Canada
4619,referral,1957-05-01,Canada
4620,email,1990-07-02,Germany
4621,direct,1969-03-17,Australia
4622,social_media,1966-07-07,USA
4623,organic,1988-06-12,Canada
4624,social_media,1964-10-05,UK
4625,social_media,1987-08-08,Germany
4626,referral,1998-01-16,Australia
4627,paid_search,2012-07-03,Germany
4628,social_media,2012-02-29,France
4629,referral,1950-11-22,France
4630,direct,1967-10-25,USA
4631,email,2009-12-04,France
4632,direct,1962-12-22,Canada
4633,email,2015-11-19,Australia
4634,email,2015-10-10,Canada
4635,organic,1963-07-03,Germany
4636,paid_search,1994-10-22,Canada
4637,organic,2010-06-18,Germany
4638,social_media,1996-09-18,Australia
4639,organic,1990-06-03,UK
4640,email,1990-04-24,Australia
4641,direct,1958-09-29,USA
4642,paid_search,2016-11-25,UK
4643,referral,2012-06-25,France
4644,paid_search,2003-11-30,Germany
4645,paid_search,1981-03-25,UK
4646,paid_search,2010-12-22,France
4647,organic,1983-03-21,Canada
4648,organic,1977-02-02,Canada
4649,direct,1961-03-11,Australia
4650,referral,2008-03-20,Germany
4651,referral,1986-10-26,Canada
4652,social_media,1998-09-01,Germany
4653,direct,1980-02-17,USA
4654,paid_search,1991-03-01,Germany
4655,social_media,1965-11-14,France
4656,direct,1964-08-04,France
4657,referral,1984-03-26,Canada
4658,email,2011-10-10,Australia
4659,referral,2006-11-21,Canada
4660,email,2005-08-28,USA
4661,organic,1959-04-25,USA
4662,email,1951-06-23,France
4663,referral,1959-04-21,Germany
4664,email,2017-06-10,France
4665,direct,1958-12-12,Australia
4666,referral,1995-02-28,France
4667,organic,2009-11-26,Canada
4668,referral,1969-01-03,UK
4669,referral,1999-06-27,Germany
4670,organic,1967-07-19,Germany
4671,organic,1981-06-15,Germany
4672,referral,2007-11-08,Australia
4673,email,1985-07-05,USA
4674,social_media,1970-02-02,France
4675,social_media,1974-01-04,Australia
4676,social_media,1977-07-30,Germany
4677,email,1971-09-03,USA
4678,referral,1952-12-06,USA
4679,organic,1963-10-05,Canada
4680,direct,2016-07-02,France
4681,social_media,1980-01-24,UK
4682,direct,1988-07-30,UK
4683,direct,1985-02-10,UK
4684,direct,2007-10-25,Germany
4685,organic,2001-11-04,Germany
4686,paid_search,2007-01-31,Germany
4687,email,1965-08-02,Germany
4688,social_media,1996-05-29,UK
4689,referral,1970-09-21,USA
4690,email,1961-05-02,France
4691,organic,2006-08-26,France
4692,referral,2018-05-18,Australia
4693,social_media,1999-08-09,UK
4694,social_media,1968-04-12,USA
4695,organic,1952-04-20,Germany
4696,organic,2006-06-03,France
4697,paid_search,1952-06-30,France
4698,email,1998-10-11,USA
4699,direct,1984-04-22,USA
4700,email,2015-11-13,UK
4701,referral,2006-12-03,Australia
4702,social_media,1966-09-27,UK
4703,email,1969-11-23,Canada
4704,paid_search,1998-01-13,UK
4705,email,1983-12-03,Canada
4706,email,1954-08-23,Canada
4707,organic,1962-11-25,Australia
4708,organic,2007-04-10,France
4709,organic,1959-12-15,Germany
4710,direct,1961-01-03,USA
4711,paid_search,1975-05-05,Canada
4712,paid_search,1958-04-29,USA
4713,referral,1982-06-04,UK
4714,referral,1959-01-12,Germany
4715,organic,1987-02-13,USA
4716,referral,2006-02-18,USA
4717,paid_search,2011-08-31,Germany
4718,referral,1978-02-18,Australia
4719,referral,1964-06-15,UK
4720,social_media,1950-11-29,UK
4721,email,2000-11-23,Australia
4722,direct,1952-10-27,USA
4723,social_media,1981-02-10,Germany
4724,direct,2003-10-30,France
4725,organic,1964-03-18,France
4726,email,1972-10-31,USA
4727,paid_search,2004-05-18,USA
4728,direct,1952-01-25,France
4729,direct,2018-04-09,UK
4730,paid_search,1982-09-26,USA
4731,paid_search,1952-08-24,Canada
4732,paid_search,1969-09-19,USA
4733,email,2012-01-18,UK
4734,social_media,1974-07-21,Germany
4735,paid_search,1958-04-02,Canada
4736,email,1999-06-24,Australia
4737,social_media,1991-11-26,Australia
4738,referral,1989-02-13,France
4739,referral,1967-04-28,Canada
4740,paid_search,1967-10-03,Australia
4741,email,1975-03-21,Germany
4742,organic,2002-05-12,France
4743,social_media,1964-11-11,UK
4744,email,1993-10-07,Germany
4745,referral,1988-01-07,France
4746,email,1974-05-17,Canada
4747,direct,1959-08-26,France
4748,referral,1988-07-07,UK
4749,direct,1981-08-30,Canada
4750,email,1955-10-07,Germany
4751,paid_search,1953-01-11,France
4752,social_media,2002-08-26,Germany
4753,social_media,2004-03-06,Australia
4754,direct,1981-08-08,Germany
4755,organic,1960-04-14,UK
4756,social_media,1988-07-10,UK
4757,social_media,1972-01-04,USA
4758,paid_search,2008-12-09,Canada
4759,social_media,1963-01-05,Canada
4760,organic,1950-11-12,Canada
4761,email,1950-12-24,Australia
4762,social_media,1969-03-06,Germany
4763,direct,1978-11-06,UK
4764,direct,1955-12-11,Germany
4765,social_media,2003-12-28,UK
4766,direct,1969-07-05,USA
4767,direct,1974-12-12,Australia
4768,direct,2010-03-25,USA
4769,direct,2007-12-24,Germany
4770,email,2017-11-04,Germany
4771,social_media,1978-09-20,UK
4772,paid_search,1954-06-16,Germany
4773,referral,1954-03-14,Canada
4774,referral,1960-09-12,USA
4775,referral,1965-05-09,France
4776,social_media,2003-01-14,Germany
4777,paid_search,2001-09-17,USA
4778,social_media,1951-08-08,Australia
4779,direct,1950-06-02,Germany
4780,social_media,1961-10-04,Germany
4781,organic,1997-11-10,France
4782,organic,1980-04-08,Australia
4783,organic,1956-03-25,Germany
4784,organic,1987-03-29,Australia
4785,social_media,1974-08-23,Canada
4786,social_media,1985-12-01,USA
4787,direct,1978-02-05,Germany
4788,direct,1954-03-23,Germany
4789,social_media,2012-06-25,Germany
4790,referral,2007-07-08,USA
4791,social_media,2005-06-10,USA
4792,organic,1970-02-05,USA
4793,organic,1962-06-13,USA
4794,social_media,2011-09-09,Australia
4795,referral,1970-04-22,UK
4796,organic,1967-02-24,Australia
4797,social_media,1998-03-24,USA
4798,email,1954-09-17,Canada
4799,organic,1959-12-10,USA
4800,social_media,1956-09-24,Canada
4801,social_media,2011-09-19,France
4802,referral,1974-03-20,Australia
4803,paid_search,1962-05-12,France
4804,referral,1960-10-03,UK
4805,social_media,1963-04-12,France
4806,referral,2007-02-21,Germany
4807,email,1960-12-23,France
4808,direct,1971-07-31,France
4809,referral,2009-04-29,Germany
4810,social_media,1978-11-18,Australia
4811,referral,1970-04-06,USA
4812,social_media,1976-07-30,Australia
4813,organic,1981-09-02,France
4814,paid_search,2009-03-01,Australia
4815,email,1968-06-21,Australia
4816,organic,1956-09-28,Germany
4817,organic,1969-01-23,USA
4818,email,1969-05-23,Germany
4819,referral,1966-11-10,Germany
4820,organic,1980-07-17,UK
4821,direct,2018-04-30,France
4822,direct,1978-02-11,Canada
4823,email,1990-09-25,Australia
4824,paid_search,1995-04-06,USA
4825,paid_search,1969-08-18,Canada
4826,referral,1990-08-04,France
4827,direct,1968-03-19,Germany
4828,paid_search,1956-02-28,Canada
4829,referral,1964-09-24,Australia
4830,social_media,2001-10-15,Australia
4831,organic,1963-03-20,Germany
4832,organic,2016-11-03,USA
4833,paid_search,1951-06-28,Germany
4834,paid_search,1973-12-07,USA
4835,referral,2009-05-19,France
4836,referral,1981-07-29,Canada
4837,organic,1999-05-16,USA
4838,social_media,1988-09-16,UK
4839,paid_search,1985-08-11,France
4840,referral,1995-07-27,Canada
4841,organic,1989-08-05,Canada
4842,social_media,1958-10-11,USA
4843,email,1984-04-26,Australia
4844,referral,1967-05-26,Canada
4845,paid_search,1986-02-16,UK
4846,direct,1974-10-03,France
4847,direct,1994-04-14,France
4848,referral,1959-10-18,Australia
4849,organic,2007-12-27,UK
4850,organic,1969-09-13,USA
4851,organic,1953-03-15,France
4852,social_media,1971-06-03,USA
4853,direct,1959-01-24,Canada
4854,paid_search,2005-08-23,Australia
4855,email,1986-04-18,Germany
4856,referral,1959-02-02,UK
4857,email,2012-01-21,Canada
4858,referral,1968-06-15,UK
4859,paid_search,1981-03-10,Australia
4860,social_media,2013-04-29,France
4861,social_media,2015-11-03,USA
4862,organic,1966-08-09,France
4863,email,2005-10-24,Germany
4864,email,1977-05-23,Australia
4865,paid_search,1965-04-10,Canada
4866,email,1956-03-25,UK
4867,paid_search,1979-10-20,Germany
4868,paid_search,1951-02-22,Australia
4869,referral,1988-05-23,Canada
4870,organic,1965-12-04,Canada
4871,organic,1965-04-26,Australia
4872,organic,2003-04-17,Canada
4873,referral,2002-04-26,USA
4874,referral,1972-03-16,Germany
4875,organic,1954-01-20,USA
4876,direct,2011-01-04,Canada
4877,paid_search,1997-02-15,France
4878,paid_search,2017-09-25,UK
4879,organic,1958-12-21,Canada
4880,email,1980-02-12,Germany
4881,referral,2015-12-04,Canada
4882,direct,1973-02-01,Australia
4883,referral,1972-09-29,Canada
4884,referral,1951-03-21,Canada
4885,social_media,2013-09-17,Canada
4886,direct,2009-07-25,France
4887,referral,1960-02-12,Canada
4888,email,1996-08-03,Australia
4889,email,1951-11-11,UK
4890,referral,1969-10-05,Australia
4891,paid_search,1982-01-17,Germany
4892,organic,1971-12-04,France
4893,email,2012-06-04,Germany
4894,social_media,1968-07-05,Australia
4895,organic,1967-05-23,Germany
4896,email,1959-09-07,Canada
4897,email,2010-11-24,France
4898,referral,1997-04-09,UK
4899,social_media,2010-12-03,Canada
4900,social_media,1985-01-30,France
4901,referral,1974-10-14,Canada
4902,paid_search,1953-09-08,France
4903,direct,2012-12-18,Canada
4904,direct,1961-01-12,Germany
4905,referral,2000-11-02,Canada
4906,social_media,1959-11-20,USA
4907,referral,2011-07-03,UK
4908,referral,2011-02-02,UK
4909,direct,1975-12-31,France
4910,direct,2009-08-07,UK
4911,social_media,1993-09-04,Canada
4912,organic,1976-06-10,USA
4913,referral,1953-09-03,UK
4914,social_media,2003-03-17,USA
4915,organic,1993-10-24,Canada
4916,organic,1988-08-09,Canada
4917,email,1950-01-22,USA
4918,social_media,1962-05-10,Canada
4919,social_media,1995-01-14,Australia
4920,direct,1963-11-29,USA
4921,email,1974-04-14,UK
4922,email,1967-08-26,Germany
4923,direct,1957-03-29,Canada
4924,paid_search,1952-11-19,Germany
4925,social_media,1972-04-25,Australia
4926,email,1984-08-26,Germany
4927,referral,1958-10-21,Canada
4928,social_media,2003-07-25,Canada
4929,paid_search,2000-08-04,Germany
4930,email,1978-12-07,France
4931,paid_search,2011-04-22,UK
4932,social_media,1962-03-05,Germany
4933,direct,1967-11-25,Canada
4934,social_media,1957-09-05,Canada
4935,direct,2006-05-15,Germany
4936,direct,1966-06-14,Germany
4937,referral,1958-08-14,UK
4938,direct,1989-08-24,Australia
4939,social_media,1995-03-15,Australia
4940,email,1982-01-29,Germany
4941,social_media,1988-05-14,Germany
4942,referral,1986-10-22,Germany
4943,organic,2000-02-22,USA
4944,referral,1957-12-07,UK
4945,direct,1977-02-16,UK
4946,direct,1995-12-14,Canada
4947,paid_search,2005-09-14,France
4948,direct,1976-04-26,USA
4949,referral,1961-04-19,Germany
4950,email,1950-07-15,Germany
4951,direct,1991-04-16,USA
4952,organic,1954-11-28,Canada
4953,email,1959-08-09,Canada
4954,direct,1958-09-27,Canada
4955,direct,1993-03-12,Australia
4956,social_media,1955-06-18,USA
4957,email,2002-06-13,Australia
4958,direct,2016-05-01,Australia
4959,organic,2012-12-10,UK
4960,direct,1962-12-07,France
4961,email,1994-06-09,UK
4962,paid_search,2010-08-14,Australia
4963,paid_search,1976-12-29,Australia
4964,social_media,2014-07-08,USA
4965,referral,2005-12-14,Australia
4966,paid_search,1960-04-16,USA
4967,organic,1963-09-24,France
4968,organic,1996-08-20,USA
4969,paid_search,1968-04-30,USA
4970,referral,1952-03-18,France
4971,referral,1985-01-19,USA
4972,organic,1976-11-27,Germany
4973,referral,1966-07-06,UK
4974,direct,1973-05-08,France
4975,email,1989-05-25,Australia
4976,direct,1961-01-19,Germany
4977,paid_search,2007-01-28,USA
4978,paid_search,1962-09-17,Australia
4979,email,1971-08-05,UK
4980,direct,2016-07-15,Australia
4981,direct,1967-12-23,Germany
4982,referral,1976-01-08,Canada
4983,email,1958-12-22,France
4984,referral,1982-12-15,Australia
4985,social_media,1985-02-04,Germany
4986,email,1959-08-19,Germany
4987,referral,1988-02-11,UK
4988,organic,1975-06-06,Germany
4989,organic,2000-08-14,Germany
4990,organic,2002-01-31,Canada
4991,organic,2007-11-16,Australia
4992,email,2005-08-12,Germany
4993,organic,1981-10-28,UK
4994,referral,2014-11-14,Germany
4995,social_media,1950-10-26,UK
4996,social_media,1994-11-30,France
4997,paid_search,1981-04-18,Australia
4998,direct,1985-01-16,France
4999,organic,1965-08-27,Australia
5000,paid_search,1981-07-26,Australia
