account_id,event_time,event_type_id,user_id,event_value
2999,2025-11-03,12,4.0,35.32
1243,2025-09-07,1,,
4804,2025-09-29,2,,
552,2025-10-30,4,,90.73
1461,2025-03-21,10,,
4367,2025-10-31,7,,41.54
2880,2025-10-24,9,9.0,
2283,2025-11-18,4,,
3612,2025-06-06,7,8.0,95.25
637,2025-11-24,12,8.0,27.3
1031,2025-04-15,10,8.0,
2087,2025-04-06,7,1.0,
377,2025-07-04,5,,21.51
1655,2024-08-16,3,,
4928,2025-07-30,10,,51.61
4712,2025-07-18,2,,
4652,2025-05-12,12,,58.6
1244,2025-05-29,12,,
4629,2025-10-30,9,1.0,96.2
3363,2024-07-19,9,,88.91
3648,2025-07-17,8,2.0,39.97
169,2025-08-04,10,10.0,14.5
1075,2025-03-25,10,,95.37
1701,2025-11-26,11,9.0,64.72
3496,2025-05-22,1,2.0,62.87
4495,2025-12-06,7,6.0,91.9
736,2025-06-17,8,3.0,
4413,2025-08-30,3,8.0,1.92
175,2025-12-06,5,,
4692,2025-12-06,7,,54.63
377,2025-04-11,5,10.0,7.15
2145,2025-10-17,5,,43.01
3814,2025-09-16,7,,82.52
4550,2024-11-17,5,,
480,2025-05-17,7,,32.83
4018,2025-08-06,12,,68.17
1415,2025-09-24,12,,58.68
1162,2025-05-06,9,,
4891,2025-12-02,1,9.0,45.67
686,2025-07-04,12,1.0,95.37
2551,2025-07-15,4,,64.54
2370,2024-10-09,4,,
2134,2025-09-14,5,,14.94
4880,2025-06-24,4,,30.34
4937,2025-10-01,3,,12.32
1090,2025-09-30,6,,57.0
745,2025-10-11,9,3.0,
2337,2025-08-10,1,3.0,
2116,2025-06-03,8,,39.14
2617,2025-09-16,10,,
1690,2025-03-31,5,9.0,38.47
4482,2025-12-05,3,1.0,
3611,2025-05-09,3,,
4921,2025-05-07,6,,
534,2025-01-13,8,,4.61
2986,2025-11-11,2,,5.33
3571,2025-10-20,9,3.0,63.81
3485,2025-12-04,11,,
2019,2025-03-21,4,10.0,
4041,2025-10-21,4,,
1532,2025-11-25,6,,50.71
959,2025-04-03,2,,
1475,2025-10-20,9,7.0,
2402,2025-12-05,2,9.0,
3543,2024-12-20,12,8.0,2.78
4693,2025-08-20,7,,
2953,2025-07-05,8,2.0,69.41
1948,2025-06-07,8,,
2413,2025-11-10,3,6.0,13.64
4292,2025-02-08,2,,35.02
4697,2025-03-06,5,,
4942,2025-06-16,1,,97.45
2676,2025-07-03,1,,45.98
58,2025-06-03,1,4.0,55.27
4281,2025-02-27,2,8.0,
826,2025-08-01,2,,
4714,2024-08-19,4,,
2002,2024-09-27,11,,
3977,2025-09-01,10,3.0,
908,2025-08-31,11,2.0,
522,2025-12-06,5,,
4350,2025-04-06,8,3.0,54.12
4756,2025-11-29,4,4.0,
514,2025-07-28,1,,
1959,2024-10-20,6,,
544,2025-07-16,5,3.0,48.64
1780,2025-11-06,3,7.0,48.41
4505,2025-11-11,4,,74.92
750,2025-12-05,11,,
2043,2025-11-23,11,3.0,45.1
3976,2025-11-17,2,,
3033,2025-02-21,9,5.0,
2913,2024-10-15,8,10.0,
4132,2025-11-24,12,9.0,
11,2025-11-03,12,,73.43
3624,2025-11-25,3,3.0,
2599,2025-10-27,6,,16.93
2702,2025-07-24,12,,76.32
1264,2024-10-01,10,,55.18
3775,2024-06-18,10,4.0,44.44
4836,2025-07-17,2,6.0,77.24
3506,2025-06-12,5,5.0,99.58
1414,2025-11-26,11,,15.54
2626,2024-12-10,3,,80.3
4633,2025-09-12,4,6.0,69.28
2640,2024-12-23,8,,96.94
4388,2025-11-18,2,7.0,12.27
4742,2025-05-07,5,,74.5
4403,2025-09-30,8,,
4875,2025-06-07,6,,
2915,2025-11-17,2,,
3368,2025-11-15,4,,
2038,2024-12-18,4,,63.6
2880,2025-08-16,6,4.0,55.55
1244,2025-04-17,1,,26.78
1580,2025-12-01,4,,
2798,2025-04-06,1,,
344,2025-11-26,3,8.0,82.08
2049,2025-09-14,3,,
2801,2024-03-03,7,,
821,2025-09-25,12,,23.81
4108,2025-12-03,1,,
875,2025-11-25,5,,
1188,2025-04-04,10,,
3336,2025-11-13,6,,
2298,2025-12-04,10,10.0,
2424,2025-10-31,2,1.0,93.65
2618,2025-08-18,10,,
265,2025-08-30,6,10.0,93.43
267,2025-06-11,4,7.0,
342,2025-11-02,12,,
1971,2024-09-15,1,,25.01
790,2025-12-04,1,,
4079,2025-07-11,4,10.0,
4072,2025-05-19,10,2.0,
3666,2025-11-17,7,,
455,2024-09-25,2,,
1118,2025-06-10,5,,
4712,2024-12-25,7,,
1335,2025-05-05,4,,
4793,2025-12-06,8,,2.86
3495,2025-11-11,1,8.0,19.55
4649,2025-02-10,1,,
2239,2025-12-04,9,,
4883,2025-01-06,10,5.0,
2834,2025-12-03,2,,
2604,2025-11-24,6,9.0,
4013,2025-11-11,4,3.0,
1235,2024-03-16,5,,
3954,2025-04-05,9,,
2179,2025-09-17,12,,76.64
822,2025-05-04,11,,
345,2025-07-14,12,,
3400,2025-08-03,4,,13.51
4787,2025-11-19,2,6.0,
1242,2025-11-06,7,,
4684,2025-08-25,9,,3.59
4675,2024-10-09,12,8.0,
141,2025-11-26,11,,
115,2025-09-30,4,1.0,95.54
3893,2024-11-22,4,5.0,91.57
1855,2025-01-09,6,,47.81
1042,2024-11-29,8,,68.17
1548,2025-07-28,8,,
2641,2024-10-18,4,,
805,2025-08-18,6,5.0,
3535,2024-11-04,9,8.0,
2915,2025-11-07,11,,
4830,2025-12-05,4,,98.97
1233,2025-02-05,2,,
2731,2025-07-29,4,,
3842,2025-08-29,8,6.0,54.98
4169,2025-09-22,4,,
1297,2025-03-29,1,4.0,
4591,2025-12-05,9,,57.33
1211,2025-11-10,9,,67.57
4625,2025-05-15,11,,
1599,2025-05-05,9,,98.18
2497,2024-06-10,11,5.0,
1919,2025-11-27,3,,13.04
2548,2025-02-14,3,1.0,82.42
1773,2025-04-04,8,,76.73
4644,2024-07-25,11,,13.3
2687,2025-09-16,4,,54.6
1468,2024-12-23,10,,
1614,2025-06-07,4,,
1348,2025-09-03,12,10.0,39.59
2792,2025-07-31,3,,86.61
4159,2025-07-02,8,9.0,63.35
4102,2024-12-20,8,,95.3
4336,2025-10-29,2,8.0,
2432,2025-09-23,11,,
4350,2025-08-22,12,,30.91
1328,2025-10-20,10,7.0,68.08
3257,2025-06-18,1,3.0,94.17
3412,2025-09-30,5,,
135,2025-07-28,12,,29.8
2377,2025-09-06,8,,81.33
4633,2025-10-08,3,2.0,66.63
1370,2025-07-11,4,,
3153,2025-10-24,12,,
4361,2025-03-08,8,5.0,75.54
324,2025-08-18,7,,87.69
500,2025-06-12,2,,
4180,2025-11-28,8,8.0,55.51
3301,2024-04-13,1,1.0,27.58
4478,2025-02-01,1,,56.89
857,2025-07-01,12,2.0,9.81
2680,2025-04-21,4,9.0,
2026,2024-02-18,10,,1.97
1235,2025-07-01,3,,
1602,2025-03-06,7,10.0,
3369,2025-05-23,5,,39.51
721,2025-04-09,5,,64.0
4678,2024-07-31,11,,
3017,2025-07-24,6,6.0,99.57
1344,2025-02-24,5,,
2572,2025-08-15,1,2.0,
4303,2025-08-06,6,9.0,94.29
2445,2025-07-17,8,,
277,2024-08-29,10,,35.24
10,2025-10-14,11,,
2834,2025-11-27,8,,
3232,2025-08-31,11,4.0,
407,2025-09-23,11,,
248,2025-10-15,7,7.0,21.45
2798,2025-08-24,1,1.0,
3787,2024-07-26,8,4.0,
4310,2025-05-29,9,2.0,61.28
3557,2025-10-31,7,10.0,89.76
3702,2025-12-02,7,6.0,76.09
1460,2024-03-08,10,,
3728,2025-04-05,5,10.0,65.44
1129,2025-08-26,6,,56.38
4182,2025-11-03,12,,65.94
2248,2025-05-20,6,,88.94
1388,2024-10-09,10,,
4155,2024-04-20,9,,
3093,2025-09-23,7,7.0,2.31
1787,2025-12-03,2,,97.65
2523,2025-07-25,10,4.0,
851,2025-06-14,4,,79.59
2327,2025-01-04,9,4.0,74.33
3291,2025-08-07,5,6.0,
3162,2024-05-19,7,,
3293,2025-06-12,2,,
2,2025-06-18,9,,97.66
1966,2025-11-02,2,,65.5
4418,2024-06-15,11,,
1375,2025-03-17,10,10.0,
3144,2024-11-14,7,9.0,
2662,2025-11-15,3,,
2550,2025-11-18,1,10.0,
3927,2025-10-23,3,9.0,
2361,2025-12-01,8,8.0,41.56
4489,2025-03-21,10,,97.99
58,2024-06-16,11,,12.2
534,2025-09-30,12,,77.41
864,2025-11-22,7,,
3680,2024-04-10,11,,
2334,2025-09-28,1,6.0,15.03
2485,2025-06-17,7,7.0,
1492,2025-01-06,2,6.0,79.41
1402,2025-09-29,9,,38.82
3973,2024-09-21,5,3.0,
2771,2025-11-24,5,,49.18
3236,2025-10-19,2,9.0,28.14
4147,2025-09-18,1,,38.24
3095,2025-10-02,11,,5.21
1174,2025-11-23,8,,10.26
173,2025-07-30,5,3.0,18.88
20,2025-04-06,6,,
883,2025-10-05,5,4.0,
3061,2025-09-26,11,,63.39
1747,2025-12-02,12,4.0,
101,2025-05-15,10,1.0,7.83
1565,2025-05-07,3,,
1768,2025-08-09,2,,
4071,2025-12-06,6,3.0,
2595,2025-02-11,2,,19.34
4591,2025-05-20,2,5.0,89.27
1304,2025-11-30,8,,
2116,2024-10-18,5,,
2147,2025-09-22,9,,
106,2025-01-06,2,,
3496,2025-02-05,1,,82.74
1937,2025-08-26,6,,75.98
4789,2024-07-04,9,2.0,
2619,2025-12-06,4,,
4155,2025-10-24,5,1.0,57.62
2431,2024-08-14,5,,
3591,2025-06-27,5,4.0,1.6
2452,2025-04-17,1,,56.59
1602,2025-10-14,1,,83.71
661,2025-06-12,3,,27.89
3669,2024-05-17,2,,
2515,2025-07-20,2,,
916,2025-05-04,8,3.0,
4029,2025-07-24,10,,64.92
1620,2025-12-03,1,,50.85
3766,2025-11-03,9,,42.5
2273,2025-10-11,11,6.0,88.52
2367,2024-10-25,5,,
2415,2024-02-13,3,,
1369,2025-07-21,7,3.0,
1960,2025-11-27,6,10.0,
2599,2025-04-11,5,,
2321,2025-11-21,11,,83.79
707,2025-07-19,7,,28.62
4424,2025-08-04,3,,37.64
274,2024-06-21,10,,3.47
604,2025-01-03,11,,
2467,2025-08-12,10,9.0,
3416,2025-03-22,11,7.0,
1094,2024-10-03,9,,5.9
815,2025-05-16,10,8.0,55.61
829,2025-08-06,7,,
2190,2025-12-06,2,,
58,2025-05-03,8,1.0,7.85
1214,2025-04-17,9,,46.93
3148,2025-10-31,11,,
3580,2025-11-03,12,,48.27
2974,2025-09-19,8,10.0,
2977,2024-09-01,7,,69.71
4559,2025-05-23,3,,
2579,2025-07-10,11,,60.25
3153,2025-11-21,2,10.0,
2870,2025-11-19,9,,22.58
4089,2025-08-04,2,6.0,
4102,2024-11-11,8,,
3682,2025-11-27,10,1.0,
2644,2024-11-25,12,,
2315,2025-04-13,9,,91.3
481,2025-10-12,4,,25.74
2226,2025-11-19,5,,
2785,2025-03-24,10,,20.03
439,2025-12-05,1,8.0,20.47
4701,2025-11-07,6,,
2424,2025-08-23,9,2.0,
1771,2025-12-02,1,,
3569,2025-08-09,9,7.0,
1603,2025-10-17,2,5.0,90.25
2097,2025-11-23,6,,
1725,2024-03-08,1,,
4516,2025-09-12,7,,
2077,2025-11-22,5,,32.59
3235,2025-11-29,5,,
1516,2025-02-16,6,,
3267,2025-08-28,6,10.0,
1174,2025-11-27,5,,67.02
4610,2025-10-15,6,,93.62
3376,2025-11-09,5,,
4899,2025-06-24,3,,77.91
716,2025-09-14,4,,
769,2024-08-03,5,3.0,97.63
1901,2025-11-30,10,,
875,2025-08-31,3,,
175,2024-12-26,4,,74.95
2445,2024-12-08,1,3.0,
2755,2025-11-29,4,,66.63
345,2025-11-26,12,,57.28
874,2025-01-05,2,,72.98
2516,2024-08-26,10,9.0,30.28
4647,2025-03-24,2,10.0,
2600,2025-08-05,1,,30.32
4999,2024-08-30,2,,
4217,2025-07-12,4,,
4571,2025-09-19,8,,95.62
3898,2025-09-20,12,,21.69
1192,2024-06-27,12,,93.55
955,2025-12-06,8,,65.15
4436,2025-10-14,11,,78.76
4599,2024-08-12,7,,
2362,2025-07-30,5,8.0,
4714,2024-10-21,6,,
2337,2025-04-24,11,,
2604,2025-07-25,8,2.0,22.29
777,2025-05-18,12,,38.88
664,2025-10-27,6,,
3566,2025-01-31,5,,17.23
1525,2025-10-03,2,,39.23
2014,2025-01-08,7,,24.32
3738,2025-10-23,12,1.0,
1893,2025-05-18,1,,
4517,2025-06-22,11,,30.44
2965,2025-08-12,3,9.0,
3557,2025-09-10,12,8.0,
2814,2025-12-04,8,8.0,
2093,2024-10-19,9,,
4975,2025-01-24,12,,69.94
2573,2024-03-19,6,,32.83
1890,2025-03-04,8,,
447,2025-11-30,7,4.0,31.07
2425,2025-12-01,7,,
2415,2024-06-15,4,,
3054,2025-04-07,11,,
1375,2025-09-01,8,,
788,2025-04-13,2,,48.01
51,2025-11-08,7,10.0,
758,2025-06-12,2,,
3590,2025-03-30,10,,18.14
3858,2025-08-13,8,5.0,79.71
531,2025-06-01,7,,49.81
500,2024-07-18,8,3.0,
4739,2025-03-28,3,,
847,2024-08-13,2,,62.48
2192,2025-03-10,11,,
4735,2025-11-17,3,,43.45
486,2024-11-11,5,,
940,2025-03-09,3,,
814,2025-10-28,8,,33.08
16,2025-07-09,6,,
2089,2025-08-27,1,,38.38
3902,2025-04-22,4,,27.35
474,2025-10-20,9,,70.41
2026,2024-12-26,9,,
1257,2024-09-25,8,,73.2
1516,2025-11-04,6,,72.09
402,2024-08-18,10,,
1388,2025-01-27,7,,
486,2025-09-18,3,2.0,73.13
3034,2025-06-03,2,,
287,2025-03-14,12,3.0,32.21
3325,2025-11-21,6,10.0,
735,2025-09-18,8,,
1791,2025-09-05,4,,75.68
3751,2025-03-07,3,,45.57
1496,2024-07-31,1,3.0,
1618,2025-09-28,11,10.0,
727,2024-11-25,5,8.0,74.43
2944,2025-10-17,7,8.0,26.68
2536,2025-11-10,9,,
2260,2025-04-17,5,,8.88
2397,2025-05-16,7,,
4505,2024-09-01,12,8.0,31.07
4951,2025-01-16,4,,41.65
2093,2024-07-01,2,,
1332,2024-05-22,7,,43.48
363,2025-05-31,10,,1.13
4294,2025-03-13,11,,78.38
4656,2025-09-18,3,,3.14
215,2025-11-24,11,3.0,
3049,2025-06-28,1,,28.14
4822,2025-10-02,12,,6.51
1129,2025-11-12,9,8.0,
2572,2025-05-29,12,,
2897,2025-11-29,8,,15.28
677,2024-03-07,8,,75.22
587,2025-11-03,5,1.0,94.24
4058,2024-04-12,6,,32.5
4798,2024-10-05,5,,
3415,2025-07-24,12,2.0,85.48
2986,2025-11-05,11,,
500,2025-08-27,6,,31.31
51,2025-10-28,11,10.0,31.11
1948,2025-04-04,10,,28.27
1046,2025-04-11,5,,29.79
4864,2025-09-10,2,,94.2
1591,2025-11-19,1,3.0,
4187,2024-10-27,7,,
153,2025-06-05,8,,
3580,2025-06-05,7,4.0,
1442,2024-07-12,8,,
4864,2025-08-17,5,,
3116,2025-06-22,10,,96.21
562,2025-11-26,9,,61.68
4758,2024-10-08,12,10.0,68.32
2597,2025-11-03,8,,98.66
2357,2024-08-12,3,,49.08
3495,2025-09-02,5,,8.03
3257,2025-09-25,10,2.0,60.68
2951,2025-02-24,1,,
2721,2025-06-26,3,,
3213,2025-11-26,6,,48.68
3148,2025-08-11,3,,
414,2024-11-10,10,3.0,
2154,2025-10-06,3,,
689,2024-12-24,4,,14.34
1933,2025-02-08,2,7.0,69.99
2742,2025-09-24,1,,
3012,2025-02-15,7,,
3178,2025-07-25,10,3.0,
3011,2025-01-08,5,2.0,
3629,2025-06-07,3,6.0,78.38
2882,2025-11-22,2,,87.38
184,2025-07-15,12,8.0,
2747,2024-06-14,11,1.0,36.43
562,2025-10-24,9,,43.75
628,2025-11-01,1,,
4945,2025-06-04,12,,
698,2025-10-30,3,,87.81
4478,2025-11-04,12,,30.03
2704,2025-09-19,7,2.0,
2853,2025-07-01,3,,
2394,2024-11-07,3,2.0,56.3
108,2025-07-25,4,,
625,2025-04-22,10,,54.92
2702,2025-11-25,10,,
1005,2025-07-23,6,,
827,2025-03-26,6,,
1989,2025-07-26,1,,70.27
4787,2025-08-20,4,,
2663,2025-10-22,11,9.0,10.22
3639,2025-03-23,12,,
4060,2025-09-15,10,,
3686,2025-09-29,12,,
2992,2025-09-08,2,2.0,11.12
3201,2025-12-02,1,5.0,
1527,2025-10-03,10,,15.86
4970,2025-10-05,10,,
3310,2025-08-01,7,8.0,68.74
3201,2025-09-30,2,,
3443,2025-04-30,7,4.0,
4754,2025-07-22,8,,
2623,2025-10-26,10,5.0,
694,2025-09-15,9,,
1433,2025-03-16,10,,
3819,2025-10-30,1,,
1778,2025-12-05,1,,22.3
2990,2024-11-12,7,,
1407,2024-08-18,12,,
1882,2024-04-27,4,4.0,47.35
2682,2025-03-05,4,3.0,48.92
1441,2025-09-22,7,,
2631,2025-11-07,11,,
1462,2025-12-04,1,,6.61
4332,2024-09-19,10,,47.51
1314,2024-12-08,10,,17.94
4649,2025-03-29,9,,84.58
4224,2025-08-29,1,,98.84
1442,2025-11-12,2,,
2393,2025-09-20,1,6.0,
238,2024-05-02,6,,22.71
3424,2025-01-08,10,,49.29
3583,2025-07-21,6,4.0,56.29
4502,2025-07-21,4,,
2334,2025-05-20,9,,93.55
4952,2025-06-24,5,,7.32
1183,2025-06-17,3,,11.03
3932,2025-08-19,6,,84.36
2316,2024-09-28,12,1.0,7.04
4506,2025-02-07,10,,51.62
4115,2025-05-04,9,3.0,76.49
1049,2025-08-01,10,1.0,
4016,2025-09-07,3,,86.27
1001,2025-08-02,2,,35.84
1556,2025-05-18,7,,71.06
3954,2025-06-10,3,,14.09
3894,2025-05-30,7,,
1679,2025-05-27,1,,47.54
4340,2025-11-13,10,,24.03
1651,2024-08-13,4,,
3973,2025-03-04,9,,
3322,2024-08-04,6,,23.3
3355,2025-07-17,6,,31.96
3785,2025-09-28,12,,
1754,2025-01-09,3,7.0,77.79
4370,2024-11-27,7,4.0,7.3
97,2025-10-22,2,3.0,
4202,2025-04-15,5,,25.24
3737,2025-04-21,12,6.0,25.87
1438,2025-03-12,6,,14.51
1599,2025-06-13,10,1.0,28.21
4069,2025-11-24,2,9.0,61.21
2786,2025-11-06,12,,
3376,2024-10-01,11,,20.05
524,2025-01-05,3,,
1679,2025-09-11,7,,27.68
1706,2025-05-26,12,,
2093,2024-06-06,12,,
1831,2025-09-10,12,,
4625,2024-09-22,2,,37.39
2270,2024-07-11,9,,
3651,2025-11-30,8,,79.75
4559,2025-04-23,1,,
2964,2025-01-04,11,3.0,71.55
4747,2025-07-16,5,,16.4
4423,2024-06-30,5,,
4788,2025-03-09,1,,58.22
1854,2025-07-05,5,,
306,2025-03-25,3,,85.0
4652,2024-11-11,12,,
4292,2025-08-30,3,7.0,
3485,2025-12-01,7,5.0,35.05
773,2024-11-11,6,,
2394,2025-04-09,3,,23.65
3060,2025-07-22,6,,
3248,2025-06-30,10,9.0,
1281,2024-04-20,4,,68.72
625,2024-09-17,5,,
645,2025-11-09,6,10.0,
1781,2025-10-16,2,,
3612,2025-06-18,4,,
1511,2025-01-10,3,,
2941,2024-10-01,2,,
2626,2025-08-03,11,,36.29
4517,2025-01-22,10,,
2083,2025-07-24,11,10.0,
1907,2025-10-24,4,,33.26
4831,2025-04-28,11,,6.47
183,2025-03-19,5,,
4591,2025-12-03,9,,
4482,2025-06-08,2,,52.77
425,2024-01-21,5,,
617,2025-10-06,1,7.0,33.74
1855,2025-10-15,2,,25.56
3992,2025-01-09,3,4.0,
4055,2025-11-09,4,,
3120,2025-11-25,6,5.0,36.61
1866,2025-08-03,3,5.0,
4063,2025-10-27,6,4.0,46.86
3362,2025-08-22,7,10.0,
389,2025-11-12,8,10.0,19.45
1875,2025-08-16,1,,
851,2025-05-28,3,,
3393,2024-12-28,6,,7.87
345,2025-06-16,1,,48.08
882,2025-08-08,9,3.0,68.25
1503,2025-10-08,6,,7.27
4842,2025-07-06,6,,
4073,2025-11-26,4,6.0,40.2
4510,2025-10-18,12,,2.21
884,2024-06-30,8,,
410,2025-11-14,10,,
1675,2025-10-05,3,,41.47
4951,2025-01-18,12,,
1896,2025-12-03,5,,
2584,2024-05-20,2,6.0,15.42
591,2025-07-20,4,,89.74
788,2025-10-26,1,,5.82
961,2025-05-20,7,6.0,
4969,2025-05-01,5,,85.54
4098,2025-08-31,8,,
1126,2025-09-21,10,,50.62
735,2025-09-22,7,,
4647,2025-11-15,10,,
2021,2025-07-01,12,,
4163,2025-05-20,3,10.0,29.95
3686,2025-09-18,2,,82.86
4136,2024-09-04,6,,96.57
946,2025-01-06,6,,
2606,2024-07-25,1,,54.87
4906,2025-07-20,4,,41.55
4672,2025-04-25,8,,95.42
1607,2024-10-07,3,,64.76
1142,2025-10-19,4,,20.51
2859,2025-09-20,3,,73.73
2718,2025-02-22,8,,63.29
673,2025-06-01,5,,
3785,2025-11-24,4,3.0,
4249,2025-11-22,2,,91.23
2144,2024-01-22,7,,59.45
3535,2025-06-02,2,,
4736,2025-09-07,11,,
2984,2025-07-20,2,,58.96
3141,2025-11-25,5,7.0,20.85
915,2025-07-19,8,9.0,
1314,2025-11-18,9,,83.95
1942,2025-11-27,12,,
3407,2024-09-06,3,,
4885,2025-05-12,10,7.0,86.88
1234,2025-11-13,10,,89.28
3023,2025-08-23,7,,30.08
3470,2024-03-31,5,,93.51
3135,2025-09-07,6,,24.45
345,2025-02-02,9,,
1179,2025-04-26,7,,
584,2024-04-04,4,,
4098,2025-07-04,5,,
2923,2025-12-06,11,,72.82
4807,2025-07-17,2,8.0,37.35
1234,2025-11-24,1,,61.79
4140,2025-06-05,11,6.0,
2357,2024-04-18,9,3.0,
2404,2025-02-01,7,1.0,
2611,2025-03-20,1,,
3616,2024-10-21,11,,
3823,2025-11-19,5,10.0,73.3
238,2024-07-03,3,,80.74
2088,2025-09-25,9,,69.78
3517,2024-12-11,4,,42.75
2258,2025-04-19,4,10.0,
1159,2025-09-07,7,2.0,
2424,2025-09-25,1,,
1897,2025-01-24,4,,
4417,2025-11-16,1,,46.44
323,2025-04-06,2,,94.33
2529,2025-06-12,12,,
417,2025-07-31,3,6.0,66.49
1676,2025-07-27,11,,
3061,2025-11-13,8,,
3819,2025-04-22,2,,
1470,2025-04-25,7,,44.36
4292,2024-01-25,8,,26.19
286,2025-06-03,7,6.0,14.78
1497,2024-10-16,3,1.0,12.91
3933,2025-11-15,5,,
4582,2025-10-14,7,,95.05
4715,2024-06-21,1,10.0,7.37
756,2024-12-12,5,2.0,98.74
582,2025-04-26,7,,
3332,2025-12-06,1,,51.65
3853,2025-11-21,10,,
1341,2025-10-28,11,4.0,
332,2025-07-23,8,,
1092,2025-11-30,6,5.0,
2599,2025-11-13,12,,13.06
186,2025-10-26,12,,
3919,2025-02-27,11,6.0,76.24
3392,2025-02-17,3,10.0,
1776,2024-03-11,9,,76.19
2943,2025-05-11,2,,
1241,2024-10-30,5,,
191,2024-10-30,2,,86.69
2756,2025-11-30,7,10.0,
3020,2025-10-14,1,,71.02
4923,2025-05-03,12,,
227,2025-06-30,5,,
4813,2025-09-07,8,,29.13
599,2025-08-29,2,,59.8
1,2025-09-29,12,,
1284,2025-05-01,6,,
3297,2025-12-05,6,,
1522,2025-10-07,2,,34.1
3704,2025-01-18,9,,24.33
4318,2025-03-12,12,7.0,
2610,2025-07-21,2,,
808,2024-08-02,6,,
181,2025-10-10,1,,97.41
4654,2025-11-04,3,,6.15
742,2025-08-17,7,5.0,
516,2025-07-10,1,6.0,45.6
2520,2025-01-17,9,2.0,
1438,2025-11-02,8,4.0,
3870,2024-11-04,5,,66.34
287,2025-07-02,9,,
4830,2025-09-21,10,,
336,2025-09-05,8,,6.98
2131,2025-06-25,7,,
1447,2025-11-24,2,,
2201,2025-06-15,6,,
1915,2025-01-03,8,5.0,57.59
3387,2025-11-29,9,,22.01
1893,2025-01-22,10,,
4905,2025-12-01,12,,68.79
1726,2025-11-05,8,6.0,
4480,2025-01-23,3,,66.48
303,2025-10-26,1,,
11,2025-07-08,6,,
1826,2025-10-22,3,1.0,
1201,2025-07-15,7,,
2241,2025-09-20,10,10.0,22.85
3055,2025-10-05,4,,11.13
4147,2025-07-08,8,,
4524,2024-09-17,10,5.0,
2834,2025-09-16,6,1.0,
1257,2024-09-06,3,,
2414,2025-10-13,4,,6.11
3672,2025-03-28,11,,
3370,2025-08-04,3,5.0,2.16
2337,2025-11-25,10,,
2334,2025-06-21,5,,43.74
3058,2025-08-15,10,6.0,67.94
215,2025-10-23,6,,
3819,2025-07-14,8,,
922,2024-08-18,2,1.0,36.41
4228,2025-11-26,6,,25.14
961,2025-05-23,1,,
3587,2025-01-20,11,,46.41
4742,2025-06-06,1,,
4441,2025-11-26,4,,
1449,2024-09-10,5,9.0,55.86
442,2024-05-08,4,,
4188,2024-05-19,2,,40.26
3202,2025-05-25,9,,
570,2024-04-12,9,,
2289,2025-03-12,9,6.0,
497,2025-10-18,5,,
75,2025-07-06,12,,56.31
2218,2024-07-11,4,,7.15
1040,2025-03-23,9,,1.65
3993,2025-10-22,12,,20.65
4046,2024-07-28,9,,24.08
4589,2024-10-27,6,6.0,42.02
3124,2024-11-19,4,,3.56
3246,2025-06-12,12,,
3422,2025-11-27,4,,
1587,2025-08-06,9,4.0,68.27
1686,2025-11-22,4,,74.79
1370,2024-04-04,6,,
4495,2025-12-05,9,,75.03
2667,2024-12-11,5,,
4995,2025-06-15,10,,41.64
4856,2024-12-23,7,,
4217,2025-11-27,3,,42.09
3555,2025-07-23,5,,52.87
4668,2024-02-17,5,,
2579,2025-11-28,1,,
4864,2025-08-28,10,5.0,
2931,2025-09-13,8,,66.2
4163,2025-11-24,10,,2.87
4640,2025-05-15,8,,84.17
653,2025-09-20,8,,27.77
1327,2024-11-14,10,,
4613,2025-11-22,10,,
768,2025-11-07,10,,
2776,2024-12-23,2,1.0,
4739,2025-09-29,12,4.0,
4497,2024-09-02,3,,52.51
3383,2024-11-12,10,3.0,8.34
2496,2025-05-02,12,,64.43
3148,2025-03-16,9,,
3071,2025-06-03,1,,69.41
1796,2025-11-14,6,,77.07
1462,2025-11-24,7,,
2255,2025-10-22,11,4.0,
4705,2025-09-11,9,,4.84
416,2025-10-27,4,,37.0
102,2025-08-21,8,,
2785,2025-11-03,4,9.0,5.97
3572,2025-09-10,5,,87.02
628,2024-06-23,8,,46.02
231,2025-11-04,11,,
278,2025-06-15,10,,57.81
656,2025-10-11,2,,
627,2024-08-05,11,,10.74
2394,2024-09-07,3,,86.03
4304,2024-10-29,12,7.0,76.43
2356,2025-11-17,7,8.0,56.64
2707,2025-11-16,9,,11.27
2584,2025-10-08,9,6.0,64.74
2831,2025-11-06,1,8.0,
4208,2025-11-06,4,,75.33
1884,2025-09-08,4,,
3095,2025-10-02,8,,31.68
1257,2025-02-11,5,6.0,57.33
2625,2025-11-26,5,6.0,49.04
543,2025-04-22,2,8.0,35.75
1467,2024-09-30,7,,
4025,2024-01-19,3,,
4500,2024-08-17,7,,35.35
4472,2025-05-17,4,5.0,3.19
1326,2025-06-14,3,5.0,82.67
3646,2025-10-19,3,,
1233,2024-10-24,9,,8.46
1401,2025-09-29,8,6.0,61.92
4893,2025-02-26,12,1.0,
326,2025-12-04,11,,15.34
457,2025-07-20,4,10.0,66.47
664,2025-10-29,4,3.0,
4008,2025-11-26,3,8.0,34.81
2735,2025-10-04,4,,64.75
2984,2025-09-07,9,,52.57
1919,2025-12-04,3,,
468,2025-06-24,4,4.0,25.97
937,2025-05-05,8,7.0,
297,2024-11-05,2,,47.14
3003,2025-10-11,5,,22.82
3520,2025-04-17,7,,
